address,distance,rating,capaciity,area,price
hanoi,900,66,2,,2160000
hanoi,800,37,2,,2160000
hanoi,800,77,2,,2160000
hanoi,3100,78,1,80,2150000
hanoi,3100,57,2,80,2150000
hanoi,500,100,1,,2145000
hanoi,4000,84,2,,2126250
hanoi,3900,65,2,70,2125000
hanoi,4600,31,1,130,2115000
hanoi,4600,53,2,130,2115000
hanoi,1000,61,1,,2106000
hanoi,3900,59,1,,2100000
hanoi,8400,39,1,,2100000
hanoi,4000,88,1,,2100000
hanoi,7400,65,2,,2100000
hanoi,3900,48,2,,2100000
hanoi,7400,47,2,,2100000
hanoi,34000,46,1,200,2099300
hanoi,34000,37,2,200,2099300
hanoi,6500,75,1,,2090000
hanoi,6500,78,2,,2090000
hanoi,6500,45,1,,2070000
hanoi,7400,40,2,,2040000
hanoi,4600,39,1,,2000000
hanoi,3900,55,1,80,2000000
hanoi,3900,26,1,70,2000000
hanoi,3800,28,1,,2000000
hanoi,6600,75,1,,2000000
hanoi,6600,70,1,,2000000
hanoi,30200,35,1,,2000000
hanoi,4600,45,2,,2000000
hanoi,3900,43,2,80,2000000
hanoi,3900,100,2,50,2000000
hanoi,900,81,2,,2000000
hanoi,30200,61,2,,2000000
hanoi,6600,57,2,,2000000
hanoi,6600,87,2,,2000000
hanoi,3900,100,2,50,2000000
hanoi,2200,63,2,,1998000
hanoi,3800,87,1,55,1990000
hanoi,3800,87,2,55,1990000
hanoi,3000,90,1,80,1980000
hanoi,3000,90,2,80,1980000
hanoi,7400,28,1,67,1955000
hanoi,7400,37,2,67,1955000
hanoi,4000,55,2,,1955000
hanoi,6000,90,1,330,1950000
hanoi,6400,60,2,95,1950000
hanoi,1300,100,1,60,1944000
hanoi,1300,100,2,60,1944000
hanoi,1100,80,1,,1943500
hanoi,4400,83,1,,1930500
hanoi,3100,44,2,,1923750
hanoi,7400,38,1,,1920000
hanoi,4600,90,1,105,1900000
hanoi,7600,45,1,45,1900000
hanoi,4000,39,1,,1900000
hanoi,6600,80,1,,1900000
hanoi,7500,45,2,80,1900000
hanoi,4600,90,2,105,1900000
hanoi,7600,71,2,45,1900000
hanoi,4000,89,2,,1900000
hanoi,7400,31,2,,1900000
hanoi,6600,46,2,,1900000
hanoi,8600,90,1,110,1899050
hanoi,47000,75,2,,1898750
hanoi,7400,78,1,,1890000
hanoi,7400,100,1,70,1871500
hanoi,7400,100,2,70,1871500
hanoi,450,81,2,92,1870000
hanoi,3400,75,2,98,1870000
hanoi,450,61,2,92,1870000
hanoi,700,36,1,,1852200
hanoi,700,55,2,,1852200
hanoi,9900,68,1,,1850000
hanoi,3900,62,1,,1850000
hanoi,4000,60,1,,1850000
hanoi,9900,39,2,,1850000
hanoi,4000,60,2,,1850000
hanoi,4000,69,1,,1840000
hanoi,7400,79,2,,1840000
hanoi,3900,100,1,55,1804050
hanoi,3900,100,2,55,1804050
hanoi,3900,80,1,50,1800000
hanoi,9600,38,1,80,1800000
hanoi,2200,53,1,,1800000
hanoi,7300,69,1,70,1800000
hanoi,7300,45,1,,1800000
hanoi,3900,63,1,50,1800000
hanoi,3100,65,1,,1800000
hanoi,3200,100,1,,1800000
hanoi,5700,76,1,,1800000
hanoi,6600,72,1,,1800000
hanoi,3900,80,2,50,1800000
hanoi,3900,36,2,50,1800000
hanoi,7300,50,2,,1800000
hanoi,7600,90,2,66,1800000
hanoi,4000,31,2,,1800000
hanoi,9600,34,2,80,1800000
hanoi,5700,76,2,,1800000
hanoi,7300,40,2,70,1800000
hanoi,3200,100,2,,1800000
hanoi,6600,57,2,,1800000
hanoi,7300,72,2,,1800000
hanoi,7400,74,2,,1800000
hanoi,4900,100,2,88,1800000
hanoi,7400,65,2,50,1800000
hanoi,600,84,2,57,1800000
hanoi,4000,49,2,,1785000
hanoi,7300,27,1,,1764000
hanoi,900,68,2,,1760000
hanoi,9500,80,1,85,1757500
hanoi,9500,80,2,85,1757500
hanoi,4500,89,1,240,1750000
hanoi,4500,48,2,240,1750000
hanoi,1000,75,2,128,1750000
hanoi,7400,56,1,,1725000
hanoi,1100,68,2,,1718750
hanoi,7400,68,1,,1710000
hanoi,600,70,1,57,1710000
hanoi,7300,42,2,,1710000
hanoi,3900,100,2,55,1709050
hanoi,5000,37,1,70,1700000
hanoi,3400,50,1,98,1700000
hanoi,4800,78,1,,1700000
hanoi,7300,10,1,70,1700000
hanoi,7600,97,1,80,1700000
hanoi,6500,67,1,50,1700000
hanoi,7700,88,1,65,1700000
hanoi,450,40,1,92,1700000
hanoi,900,81,1,,1700000
hanoi,6600,87,1,,1700000
hanoi,4800,83,1,,1700000
hanoi,4000,86,1,,1700000
hanoi,7400,54,1,,1700000
hanoi,6600,55,2,,1700000
hanoi,6100,25,2,105,1700000
hanoi,4800,27,2,,1700000
hanoi,5000,63,2,70,1700000
hanoi,6500,89,2,50,1700000
hanoi,7700,55,2,65,1700000
hanoi,31200,37,2,,1700000
hanoi,4000,55,2,,1700000
hanoi,4000,72,2,,1700000
hanoi,4800,76,2,,1700000
hanoi,7400,33,2,,1700000
hanoi,6600,40,2,,1700000
hanoi,1800,100,1,125,1680000
hanoi,4000,45,1,,1680000
hanoi,7400,81,1,,1680000
hanoi,10100,84,2,,1680000
hanoi,1800,100,2,125,1680000
hanoi,8400,76,2,,1680000
hanoi,6500,65,2,50,1680000
hanoi,4800,70,1,106,1673989
hanoi,3900,79,2,,1668000
hanoi,900,30,1,,1650000
hanoi,7300,88,1,75,1650000
hanoi,6400,90,2,72,1650000
hanoi,7300,67,2,75,1650000
hanoi,4600,78,2,,1650000
hanoi,7600,90,1,66,1620000
hanoi,7300,54,1,,1620000
hanoi,6500,60,1,,1620000
hanoi,7400,10,1,,1615000
hanoi,7700,100,1,,1615000
hanoi,7400,10,2,,1615000
hanoi,7700,100,2,,1615000
hanoi,8400,74,2,,1615000
hanoi,8400,45,2,,1615000
hanoi,5000,49,1,60,1614050
hanoi,5000,29,2,60,1614050
hanoi,7300,67,2,,1610000
hanoi,7400,29,2,,1606500
hanoi,3700,47,1,,1600000
hanoi,6100,83,1,105,1600000
hanoi,6400,53,1,62,1600000
hanoi,7300,79,1,,1600000
hanoi,7700,30,1,,1600000
hanoi,6600,68,1,,1600000
hanoi,6400,30,1,,1600000
hanoi,6500,39,1,,1600000
hanoi,7400,43,1,50,1600000
hanoi,6500,64,1,,1600000
hanoi,31200,82,1,,1600000
hanoi,6600,50,1,,1600000
hanoi,4700,65,1,,1600000
hanoi,3700,48,2,,1600000
hanoi,6500,27,2,,1600000
hanoi,6600,51,2,,1600000
hanoi,7400,40,2,50,1600000
hanoi,7300,88,2,,1600000
hanoi,7700,84,2,,1600000
hanoi,7400,69,2,50,1600000
hanoi,6600,73,2,,1600000
hanoi,6400,45,2,,1600000
hanoi,6500,62,2,,1600000
hanoi,6500,80,2,,1600000
hanoi,4700,44,2,,1600000
hanoi,6600,39,2,,1600000
hanoi,6600,80,2,,1600000
hanoi,6400,82,1,,1589500
hanoi,6400,33,2,,1589500
hanoi,4400,76,1,,1584000
hanoi,3900,35,1,80,1583280
hanoi,4600,63,2,80,1579500
hanoi,10100,57,1,,1575000
hanoi,7300,38,1,,1575000
hanoi,8400,52,1,,1575000
hanoi,7500,100,1,50,1567500
hanoi,7500,100,1,50,1567500
hanoi,4700,36,2,56,1567500
hanoi,7500,100,2,50,1567500
hanoi,7500,100,2,50,1567500
hanoi,3800,70,1,,1560000
hanoi,7400,80,1,,1550000
hanoi,4800,60,2,,1550000
hanoi,7400,80,2,,1550000
hanoi,7400,90,1,55,1539000
hanoi,4800,100,1,55,1539000
hanoi,4800,60,1,,1534500
hanoi,3900,78,1,75,1530000
hanoi,4500,63,2,,1530000
hanoi,8400,52,2,,1530000
hanoi,3900,100,2,75,1530000
hanoi,7400,88,2,,1530000
hanoi,8400,32,2,,1530000
hanoi,3900,78,2,75,1530000
hanoi,1400,91,1,,1522755
hanoi,1400,91,2,,1522755
hanoi,7300,35,1,76,1520000
hanoi,7300,75,1,,1520000
hanoi,7300,85,1,,1520000
hanoi,6600,74,1,50,1520000
hanoi,8400,89,1,,1520000
hanoi,7300,41,2,,1520000
hanoi,7300,85,2,76,1520000
hanoi,7300,73,2,,1520000
hanoi,6600,74,2,50,1520000
hanoi,8400,51,2,,1520000
hanoi,8400,62,2,,1520000
hanoi,7500,42,1,50,1519050
hanoi,6400,92,1,50,1519050
hanoi,7500,47,2,50,1519050
hanoi,6400,92,2,50,1519050
hanoi,6500,75,1,,1504000
hanoi,4900,48,1,88,1504000
hanoi,4900,39,2,88,1504000
hanoi,33900,41,1,,1500000
hanoi,9600,60,1,,1500000
hanoi,6500,36,1,75,1500000
hanoi,3100,42,1,80,1500000
hanoi,6300,65,1,40,1500000
hanoi,6400,85,1,,1500000
hanoi,4800,60,1,40,1500000
hanoi,3600,48,1,,1500000
hanoi,6600,31,1,,1500000
hanoi,30200,89,1,,1500000
hanoi,4600,78,1,,1500000
hanoi,3600,41,2,,1500000
hanoi,33900,70,2,,1500000
hanoi,6300,56,2,40,1500000
hanoi,9600,33,2,,1500000
hanoi,6600,34,2,,1500000
hanoi,4800,90,2,,1500000
hanoi,3100,46,2,80,1500000
hanoi,7400,39,2,50,1500000
hanoi,6400,65,2,,1500000
hanoi,4800,60,2,40,1500000
hanoi,30200,56,2,,1500000
hanoi,6500,37,2,,1500000
hanoi,30400,44,2,40,1500000
hanoi,7400,27,2,53,1500000
hanoi,3600,82,2,,1500000
hanoi,30200,44,2,,1500000
hanoi,7600,87,2,60,1485000
hanoi,3900,63,2,,1485000
hanoi,4200,81,1,,1470000
hanoi,800,60,2,,1470000
hanoi,4200,81,2,,1470000
hanoi,7300,66,1,,1460000
hanoi,7300,88,1,,1460000
hanoi,7300,42,2,,1460000
hanoi,7300,72,2,,1460000
hanoi,7300,92,1,72,1458000
hanoi,6500,77,1,,1455000
hanoi,6400,100,1,,1450000
hanoi,6400,46,1,,1450000
hanoi,6400,86,1,,1450000
hanoi,7300,28,2,,1450000
hanoi,3700,31,2,,1450000
hanoi,6400,100,2,,1450000
hanoi,6400,77,2,,1450000
hanoi,6400,79,2,,1450000
hanoi,7400,82,2,,1445000
hanoi,4000,73,2,,1445000
hanoi,8400,35,2,,1445000
hanoi,7400,28,2,,1445000
hanoi,7300,41,1,,1440000
hanoi,4900,73,1,106,1440000
hanoi,6600,27,1,,1440000
hanoi,3900,100,1,75,1440000
hanoi,7400,44,1,,1440000
hanoi,7400,39,1,,1440000
hanoi,8400,76,1,,1440000
hanoi,4000,36,2,,1440000
hanoi,7300,65,2,,1440000
hanoi,4900,73,2,106,1440000
hanoi,7400,49,2,,1440000
hanoi,6600,45,2,,1440000
hanoi,7400,73,1,50,1425000
hanoi,8400,55,1,,1425000
hanoi,8400,38,1,,1425000
hanoi,4000,56,2,,1425000
hanoi,4000,48,2,,1425000
hanoi,7400,27,1,55,1410000
hanoi,7400,69,2,55,1410000
hanoi,3200,55,1,,1400000
hanoi,7700,77,1,,1400000
hanoi,7700,77,1,,1400000
hanoi,7400,41,1,,1400000
hanoi,6400,87,1,,1400000
hanoi,4800,71,1,35,1400000
hanoi,7700,47,1,,1400000
hanoi,4300,75,1,,1400000
hanoi,6500,75,1,,1400000
hanoi,3200,61,2,,1400000
hanoi,4800,55,2,35,1400000
hanoi,6400,48,2,,1400000
hanoi,6500,66,2,,1400000
hanoi,7700,89,2,,1400000
hanoi,7700,59,2,,1400000
hanoi,7700,25,2,,1400000
hanoi,600,74,2,,1400000
hanoi,4300,62,2,,1400000
hanoi,2900,76,2,,1400000
hanoi,6500,26,2,,1400000
hanoi,600,39,2,,1400000
hanoi,6600,100,2,79,1399999
hanoi,8600,63,1,90,1395000
hanoi,500,76,2,,1393000
hanoi,4000,90,1,50,1392435
hanoi,6300,80,1,,1377000
hanoi,8400,29,1,,1377000
hanoi,5700,100,1,90,1365000
hanoi,5700,100,2,90,1365000
hanoi,6500,74,1,,1360000
hanoi,7400,39,1,,1360000
hanoi,7400,37,1,,1360000
hanoi,7300,46,1,,1360000
hanoi,4000,40,1,,1360000
hanoi,8400,87,1,,1360000
hanoi,7400,67,1,,1360000
hanoi,7300,43,2,,1360000
hanoi,6500,73,2,,1360000
hanoi,7400,47,2,,1360000
hanoi,7300,58,2,,1360000
hanoi,7300,83,2,,1360000
hanoi,6400,100,2,85,1352000
hanoi,700,29,1,,1350000
hanoi,1000,80,2,,1350000
hanoi,7700,91,1,,1347500
hanoi,7700,91,2,,1347500
hanoi,8600,46,1,,1344000
hanoi,3000,70,1,,1330000
hanoi,500,50,2,,1330000
hanoi,3900,32,1,,1320000
hanoi,3700,82,1,,1305000
hanoi,10400,35,1,,1305000
hanoi,10400,27,2,,1305000
hanoi,10300,30,1,,1300000
hanoi,2500,34,1,33,1300000
hanoi,6600,42,1,,1300000
hanoi,4000,98,1,53,1300000
hanoi,7400,100,1,72,1300000
hanoi,7300,92,1,,1300000
hanoi,5800,62,1,,1300000
hanoi,7400,91,1,,1300000
hanoi,6500,35,1,,1300000
hanoi,4200,83,1,,1300000
hanoi,800,100,1,35,1300000
hanoi,2500,71,2,33,1300000
hanoi,10300,42,2,,1300000
hanoi,5800,76,2,,1300000
hanoi,4200,70,2,50,1300000
hanoi,6600,44,2,,1300000
hanoi,7400,100,2,72,1300000
hanoi,7400,91,2,,1300000
hanoi,7300,92,2,,1300000
hanoi,6500,43,2,,1300000
hanoi,1100,75,2,30,1300000
hanoi,6400,71,2,,1300000
hanoi,800,100,2,35,1300000
hanoi,4200,28,2,,1300000
hanoi,3900,90,1,,1296000
hanoi,7400,77,1,,1296000
hanoi,6400,50,1,75,1296000
hanoi,3900,90,2,,1296000
hanoi,6400,89,2,75,1296000
hanoi,500,77,1,,1293500
hanoi,5500,93,1,,1290000
hanoi,5500,93,2,,1290000
hanoi,1400,28,2,,1289700
hanoi,4000,67,1,,1282500
hanoi,6500,40,1,,1280000
hanoi,7400,36,1,,1280000
hanoi,10200,88,1,,1280000
hanoi,7300,27,1,,1280000
hanoi,6500,60,2,,1280000
hanoi,4700,65,2,,1280000
hanoi,8400,73,2,,1280000
hanoi,7300,58,2,,1280000
hanoi,30400,63,1,40,1275000
hanoi,1000,52,2,,1275000
hanoi,2200,90,2,98,1274000
hanoi,6500,95,2,50,1269960
hanoi,600,36,1,,1260000
hanoi,600,31,1,,1260000
hanoi,10100,27,1,,1250000
hanoi,1000,100,1,70,1250000
hanoi,10100,56,2,,1250000
hanoi,1000,100,2,70,1250000
hanoi,500,50,1,,1235000
hanoi,7300,85,1,74,1231200
hanoi,5200,65,1,50,1225000
hanoi,5200,63,2,50,1225000
hanoi,7300,65,2,74,1224000
hanoi,7700,82,2,,1223125
hanoi,8300,75,1,,1219860
hanoi,8300,75,2,,1219860
hanoi,7300,55,1,,1216000
hanoi,7300,65,2,,1216000
hanoi,6500,46,2,,1215000
hanoi,5200,70,2,45,1215000
hanoi,6600,77,2,,1214650
hanoi,7300,39,1,,1208888
hanoi,7300,76,2,,1208888
hanoi,4300,30,1,,1200000
hanoi,2100,73,1,25,1200000
hanoi,6500,30,1,35,1200000
hanoi,3200,78,1,58,1200000
hanoi,6600,47,1,40,1200000
hanoi,4700,65,1,,1200000
hanoi,1000,52,1,,1200000
hanoi,10400,34,1,,1200000
hanoi,7700,46,1,,1200000
hanoi,8400,62,1,,1200000
hanoi,7300,55,1,,1200000
hanoi,2900,76,1,,1200000
hanoi,4300,50,1,,1200000
hanoi,7100,82,1,40,1200000
hanoi,6500,46,2,35,1200000
hanoi,2100,28,2,25,1200000
hanoi,3200,25,2,58,1200000
hanoi,7100,31,2,40,1200000
hanoi,6500,78,2,35,1200000
hanoi,46900,75,2,15,1200000
hanoi,6600,83,2,35,1200000
hanoi,1900,51,2,90,1200000
hanoi,1100,90,2,80,1200000
hanoi,7300,81,2,,1200000
hanoi,6900,82,2,,1200000
hanoi,6900,55,2,,1200000
hanoi,4300,77,2,,1200000
hanoi,7100,84,2,40,1200000
hanoi,4800,83,2,,1190000
hanoi,6500,83,1,,1188000
hanoi,6500,29,2,,1188000
hanoi,10300,10,2,,1187500
hanoi,3000,95,2,48,1170000
hanoi,3800,70,2,55,1162800
hanoi,6400,80,1,,1160000
hanoi,800,36,1,,1160000
hanoi,800,47,1,,1160000
hanoi,800,68,2,,1160000
hanoi,800,54,2,,1160000
hanoi,7300,75,1,74,1152000
hanoi,7300,68,1,,1152000
hanoi,7700,38,1,,1151875
hanoi,6500,90,1,,1150000
hanoi,6500,90,2,,1150000
hanoi,1700,65,2,,1150000
hanoi,2200,90,1,98,1146600
hanoi,1400,38,1,,1146400
hanoi,6500,95,1,50,1142964
hanoi,7800,90,2,30,1134000
hanoi,450,93,2,,1133568
hanoi,4800,73,1,,1130500
hanoi,10300,10,1,,1125000
hanoi,8600,45,2,,1125000
hanoi,900,87,1,120,1120000
hanoi,6500,42,1,35,1120000
hanoi,900,70,1,180,1120000
hanoi,7400,55,1,68,1120000
hanoi,6400,38,1,,1120000
hanoi,6900,29,1,,1120000
hanoi,6900,46,1,,1120000
hanoi,900,63,1,120,1120000
hanoi,1400,31,2,,1120000
hanoi,6400,50,2,,1120000
hanoi,6500,87,2,35,1120000
hanoi,900,70,2,180,1120000
hanoi,8400,75,2,,1120000
hanoi,900,51,2,120,1120000
hanoi,7400,70,2,68,1120000
hanoi,1400,86,2,,1120000
hanoi,6400,77,2,,1120000
hanoi,8400,39,2,,1120000
hanoi,4200,84,2,,1105000
hanoi,6500,100,2,,1105000
hanoi,6500,65,1,38,1100000
hanoi,6400,49,1,38,1100000
hanoi,7700,87,1,35,1100000
hanoi,12000,70,1,50,1100000
hanoi,6400,65,1,,1100000
hanoi,9900,69,1,,1100000
hanoi,3200,70,1,,1100000
hanoi,6400,43,1,,1100000
hanoi,7700,73,1,96,1100000
hanoi,10800,44,2,,1100000
hanoi,6400,58,2,38,1100000
hanoi,12000,70,2,50,1100000
hanoi,12000,47,2,,1100000
hanoi,10000,43,2,,1100000
hanoi,7700,38,2,35,1100000
hanoi,6400,88,2,,1100000
hanoi,6400,28,2,,1100000
hanoi,6400,61,2,,1100000
hanoi,7800,100,2,,1100000
hanoi,3200,39,2,,1100000
hanoi,6400,54,2,,1100000
hanoi,7700,73,2,96,1100000
hanoi,6400,100,1,40,1099000
hanoi,6400,100,1,38,1092500
hanoi,6500,82,2,,1090000
hanoi,4100,95,1,56,1080000
hanoi,6500,60,1,,1080000
hanoi,5200,86,1,45,1080000
hanoi,1900,36,1,90,1080000
hanoi,500,53,1,,1080000
hanoi,4100,95,2,56,1080000
hanoi,6400,68,2,35,1080000
hanoi,9800,45,2,,1080000
hanoi,450,93,1,,1076890
hanoi,6400,87,1,,1066667
hanoi,6400,87,2,,1066667
hanoi,6400,67,2,,1053320
hanoi,10100,66,1,,1050000
hanoi,6600,68,1,,1050000
hanoi,6600,85,1,,1050000
hanoi,4000,74,1,50,1050000
hanoi,10100,45,2,,1050000
hanoi,1000,54,2,,1050000
hanoi,6600,64,2,,1050000
hanoi,3700,34,2,,1050000
hanoi,800,87,2,,1050000
hanoi,6600,31,2,,1050000
hanoi,4000,38,2,50,1050000
hanoi,6500,47,2,,1049000
hanoi,28900,87,1,,1045349
hanoi,28900,87,2,,1045349
hanoi,3100,61,2,50,1044000
hanoi,9500,100,1,,1040000
hanoi,4600,65,1,,1040000
hanoi,4200,66,1,,1040000
hanoi,4200,79,1,,1040000
hanoi,800,35,1,,1040000
hanoi,9500,100,2,,1040000
hanoi,4600,89,2,,1040000
hanoi,4200,71,2,,1040000
hanoi,800,81,2,,1040000
hanoi,3600,81,1,,1039500
hanoi,3500,54,2,70,1036800
hanoi,700,93,1,,1026000
hanoi,700,93,2,,1026000
hanoi,6400,62,1,,1023360
hanoi,1400,51,1,,1008000
hanoi,8400,66,1,,1008000
hanoi,9800,85,1,,1008000
hanoi,1400,34,1,,1008000
hanoi,8400,31,1,,1008000
hanoi,3700,31,2,,1007200
hanoi,10200,57,1,,1004800
hanoi,12100,40,1,,1001000
hanoi,12000,56,1,,1001000
hanoi,40200,90,1,,1001000
hanoi,40200,90,2,,1001000
hanoi,7700,30,1,,1000000
hanoi,7700,58,1,,1000000
hanoi,10800,36,1,,1000000
hanoi,10100,75,1,,1000000
hanoi,12000,72,1,,1000000
hanoi,7700,50,1,30,1000000
hanoi,6400,59,1,40,1000000
hanoi,7700,77,1,,1000000
hanoi,12200,70,1,,1000000
hanoi,6400,100,1,40,1000000
hanoi,6400,85,1,40,1000000
hanoi,4700,90,1,60,1000000
hanoi,11800,66,1,,1000000
hanoi,12000,81,1,,1000000
hanoi,3800,77,1,50,1000000
hanoi,11800,72,1,,1000000
hanoi,10300,88,2,,1000000
hanoi,7700,70,2,,1000000
hanoi,4600,96,2,50,1000000
hanoi,2200,70,2,,1000000
hanoi,10300,84,2,,1000000
hanoi,7700,53,2,30,1000000
hanoi,6500,90,2,,1000000
hanoi,10800,49,2,,1000000
hanoi,10100,48,2,35,1000000
hanoi,12000,64,2,,1000000
hanoi,10100,88,2,,1000000
hanoi,12200,70,2,,1000000
hanoi,7700,84,2,,1000000
hanoi,6400,38,2,40,1000000
hanoi,4700,90,2,60,1000000
hanoi,3800,75,2,50,1000000
hanoi,11800,37,2,,1000000
hanoi,10800,65,2,,1000000
hanoi,11800,82,2,,1000000
hanoi,3700,80,1,,997500
hanoi,900,73,1,,996300
hanoi,6500,100,1,,994500
hanoi,6400,38,1,,991360
hanoi,6500,90,1,,990000
hanoi,6400,45,1,,990000
hanoi,6400,79,2,,990000
hanoi,6500,53,1,,981000
hanoi,6500,38,1,,980000
hanoi,3200,31,1,53,980000
hanoi,6500,62,2,,980000
hanoi,6500,87,2,70,980000
hanoi,3200,86,2,53,980000
hanoi,6400,68,1,35,972000
hanoi,900,90,2,,972000
hanoi,1400,92,2,,971250
hanoi,9600,82,2,,968000
hanoi,6400,70,2,,965600
hanoi,6400,63,2,,965600
hanoi,1400,55,1,45,960000
hanoi,7400,77,1,,960000
hanoi,7300,77,2,54,960000
hanoi,9900,56,2,,960000
hanoi,7300,52,2,54,960000
hanoi,7400,28,2,,960000
hanoi,10200,93,2,74,959200
hanoi,8600,45,1,,956250
hanoi,3300,90,2,40,956250
hanoi,10000,89,2,74,955500
hanoi,8700,83,1,,950000
hanoi,9900,85,1,,950000
hanoi,7800,75,1,,950000
hanoi,7700,89,2,35,950000
hanoi,4400,27,2,55,950000
hanoi,8700,27,2,,950000
hanoi,9900,40,2,,950000
hanoi,6500,82,2,,950000
hanoi,7800,57,2,,950000
hanoi,1200,98,2,65,950000
hanoi,8700,79,2,,950000
hanoi,10200,27,1,,945000
hanoi,1000,51,1,,945000
hanoi,10000,87,1,74,945000
hanoi,800,51,1,,945000
hanoi,10200,47,2,,945000
hanoi,6500,44,1,,944100
hanoi,6700,76,2,,935550
hanoi,5400,33,2,,935000
hanoi,1800,100,2,65,933000
hanoi,1800,40,2,65,933000
hanoi,4300,89,2,,931500
hanoi,3100,78,1,50,928000
hanoi,42000,97,2,,928000
hanoi,3500,74,1,70,921600
hanoi,7600,70,1,,920000
hanoi,12200,88,2,,920000
hanoi,6400,38,2,35,920000
hanoi,12200,49,2,,920000
hanoi,10800,34,2,,918000
hanoi,10200,35,2,,918000
hanoi,5200,98,2,,917000
hanoi,700,83,2,,914495
hanoi,400,83,1,,910350
hanoi,400,83,2,,910350
hanoi,6400,75,1,,908800
hanoi,6400,37,1,,908800
hanoi,3700,66,1,,906480
hanoi,3800,47,1,45,903000
hanoi,3800,59,2,45,903000
hanoi,12200,36,1,,901600
hanoi,7700,100,1,26,900000
hanoi,6400,53,1,45,900000
hanoi,4600,96,1,50,900000
hanoi,5100,89,1,,900000
hanoi,10100,76,1,,900000
hanoi,1600,36,1,,900000
hanoi,7700,73,1,,900000
hanoi,7700,85,1,,900000
hanoi,7700,55,1,,900000
hanoi,7700,35,1,,900000
hanoi,7700,51,1,,900000
hanoi,7700,53,1,,900000
hanoi,2200,70,1,,900000
hanoi,1100,58,1,,900000
hanoi,9900,80,1,,900000
hanoi,1000,62,1,,900000
hanoi,1600,90,1,55,900000
hanoi,6300,50,1,46,900000
hanoi,10900,38,1,48,900000
hanoi,600,80,1,20,900000
hanoi,1000,100,1,,900000
hanoi,7700,100,2,26,900000
hanoi,7800,100,2,,900000
hanoi,4300,50,2,,900000
hanoi,5100,32,2,,900000
hanoi,7800,81,2,28,900000
hanoi,1000,28,2,,900000
hanoi,1100,77,2,,900000
hanoi,42100,77,2,,900000
hanoi,7700,77,2,,900000
hanoi,7700,27,2,,900000
hanoi,7700,71,2,,900000
hanoi,400,34,2,,900000
hanoi,7700,42,2,,900000
hanoi,7700,49,2,,900000
hanoi,7700,78,2,,900000
hanoi,6500,48,2,,900000
hanoi,6300,50,2,46,900000
hanoi,4000,35,2,35,900000
hanoi,600,67,2,,900000
hanoi,10900,79,2,48,900000
hanoi,600,80,2,20,900000
hanoi,4000,72,2,35,900000
hanoi,1000,100,2,,900000
hanoi,11400,83,2,,899100
hanoi,6500,100,1,30,891000
hanoi,6500,100,2,30,891000
hanoi,6400,80,1,,890000
hanoi,6400,82,2,,890000
hanoi,48400,84,2,,890000
hanoi,500,100,2,,888000
hanoi,7500,92,1,28,880000
hanoi,5500,51,2,,879200
hanoi,7100,38,1,,875000
hanoi,7100,54,1,,875000
hanoi,7100,40,2,,875000
hanoi,7100,84,2,,875000
hanoi,4500,90,1,60,873000
hanoi,4500,90,2,60,873000
hanoi,42000,97,1,,870000
hanoi,6300,79,2,,870000
hanoi,7300,45,1,54,864000
hanoi,10200,80,1,,864000
hanoi,10800,74,1,,864000
hanoi,10200,76,1,,864000
hanoi,900,90,1,,864000
hanoi,7300,61,1,54,864000
hanoi,10200,80,2,,864000
hanoi,6600,80,2,,864000
hanoi,1000,74,1,,862650
hanoi,1000,74,2,,862650
hanoi,4400,100,1,,860000
hanoi,4400,100,2,,860000
hanoi,6800,37,1,,855799
hanoi,4400,79,1,55,855000
hanoi,6500,59,1,,855000
hanoi,1400,25,1,65,855000
hanoi,4000,63,1,35,855000
hanoi,6800,67,1,35,855000
hanoi,4000,73,1,35,855000
hanoi,1400,30,2,65,855000
hanoi,6800,67,2,35,855000
hanoi,11400,65,1,,854145
hanoi,12200,40,1,,850000
hanoi,12200,26,1,,850000
hanoi,4300,41,1,,850000
hanoi,4300,50,1,,850000
hanoi,12200,63,1,,850000
hanoi,12200,59,1,,850000
hanoi,7700,31,1,28,850000
hanoi,1100,43,1,,850000
hanoi,7700,100,1,,850000
hanoi,450,48,1,,850000
hanoi,9400,65,1,50,850000
hanoi,7400,34,1,,850000
hanoi,10800,62,1,,850000
hanoi,4700,53,1,60,850000
hanoi,12200,39,1,,850000
hanoi,12200,68,1,,850000
hanoi,12200,71,1,,850000
hanoi,450,88,1,,850000
hanoi,12200,25,1,,850000
hanoi,12200,39,2,,850000
hanoi,12200,70,2,,850000
hanoi,1100,53,2,,850000
hanoi,4300,53,2,,850000
hanoi,7700,45,2,28,850000
hanoi,12200,59,2,,850000
hanoi,12200,40,2,,850000
hanoi,10800,57,2,,850000
hanoi,1000,53,2,60,850000
hanoi,5000,85,2,35,850000
hanoi,2200,90,2,,850000
hanoi,6400,100,2,40,850000
hanoi,4900,28,2,100,850000
hanoi,4700,67,2,60,850000
hanoi,450,48,2,,850000
hanoi,12200,60,2,,850000
hanoi,12200,25,2,,850000
hanoi,12200,66,2,,850000
hanoi,4700,43,2,60,850000
hanoi,10200,89,1,46,849000
hanoi,10200,35,1,46,849000
hanoi,10200,28,2,46,849000
hanoi,1500,70,2,,848800
hanoi,48400,84,1,,841500
hanoi,1200,98,2,,841500
hanoi,1800,100,1,65,839700
hanoi,1800,80,1,65,839700
