district,city,distance,area,rating,price,facilities
District 1,Ho Chi Minh City,1600,28,7.3,650000,"Apartments,Pet-friendly,Washing-machine,Free-WiFi,Free-parking,Air-conditioning,Private-Bathroom,24-hour-front-desk,Key-card-access,Daily-housekeeping"
Tan Binh,Ho Chi Minh City,4200,#VALUE!,10,300000,"Entire-apartment,Kitchen,Balcony,Air-conditioning"
District 4,Ho Chi Minh City,800,60,9.5,1350000,"Entire-apartment,Size,Kitchen,City-view,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning"
District 3,Ho Chi Minh City,1100,#VALUE!,6.8,1652221,
District 1,Ho Chi Minh City,1600,28,7.3,650000,"Apartments,Pet-friendly,Washing-machine,Free-WiFi,Free-parking,Air-conditioning,Private-Bathroom,24-hour-front-desk,Key-card-access,Daily-housekeeping"
District 4,Ho Chi Minh City,1800,80,7,1600000,"Entire-apartment,Size,Kitchen,City-view,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Free-parking"
Binh Thanh,Ho Chi Minh City,3500,76,9.2,1377500,"Apartments,Kitchen,View,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Private-Bathroom,Parking-on-site"
District 4,Ho Chi Minh City,900,#VALUE!,,1250000,"Apartments,Garden,Swimming-pool,BBQ-facilities,Free-WiFi,Free-parking,Private-Bathroom,Elevator,Parking-on-site"
District 4,Ho Chi Minh City,1800,74,,1400000,"Size,Kitchen,Swimming-pool,Washing-machine,Balcony,Air-conditioning,Baggage-storage,Elevator"
Tan Binh,Ho Chi Minh City,5600,#VALUE!,7.7,641928,
Tan Binh,Ho Chi Minh City,5400,70,8.4,1500000,"Entire-apartment,Size,View,Pet-friendly,Swimming-pool,Free-WiFi,Balcony,Air-conditioning,Private-Bathroom,Parking-on-site"
District 2,Ho Chi Minh City,7000,90,8.3,944000,"Apartments,Kitchen,City-view,Washing-machine,Free-WiFi,Terrace,Balcony,Free-parking,Air-conditioning,Private-Bathroom"
District 1,Ho Chi Minh City,600,20,,1088000,
District 4,Ho Chi Minh City,800,90,6.3,2362500,"Apartments,Kitchen,River-view,Garden,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Bathtub"
District 3,Ho Chi Minh City,2900,#VALUE!,8,1116416,
Binh Thanh,Ho Chi Minh City,3500,55,7.8,1399000,"Kitchen,City-view,Garden,Pet-friendly,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Bathtub"
Thu Duc District,Ho Chi Minh City,8900,60,7.7,800000,"City-view,Pet-friendly,Swimming-pool,Free-WiFi,Free-parking,24-hour-front-desk,Daily-housekeeping,Non-smoking-rooms,Safe,Baggage-storage"
District 5,Ho Chi Minh City,2300,#VALUE!,7.9,2342965,
District 12,Ho Chi Minh City,11700,#VALUE!,7.1,343603,
District 11,Ho Chi Minh City,5500,105,7.6,1338120,"City-view,Garden,Free-WiFi,Bathtub,Air-conditioning,24-hour-front-desk,Daily-housekeeping,Non-smoking-rooms,Baggage-storage,Elevator"
,Ho Chi Minh City,5600,#VALUE!,,800000,"Entire-apartment,Kitchen,View,Pet-friendly,Free-WiFi,Terrace,Balcony,Free-parking,Air-conditioning,Parking-on-site"
,Ho Chi Minh City,1000,34,,810000,"Entire-apartment,Size,Kitchen,View,Pet-friendly,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Air-conditioning"
Binh Thanh,Ho Chi Minh City,3500,50,7.9,1330000,"Kitchen,City-view,Garden,Pet-friendly,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Terrace,Balcony"
District 1,Ho Chi Minh City,700,#VALUE!,9.4,7629553,
District 7,Ho Chi Minh City,4600,#VALUE!,8,1268291,
District 2,Ho Chi Minh City,8000,119,,750000,"Entire-apartment,Size,Kitchen,View,Washing-machine,Free-WiFi,Balcony,Free-parking,Air-conditioning,Parking-on-site"
District 7,Ho Chi Minh City,4900,37,7,690000,"Kitchen,City-view,Garden,BBQ-facilities,Washing-machine,Free-WiFi,Balcony,Free-parking,Air-conditioning,Private-Bathroom"
District 1,Ho Chi Minh City,1100,38,8.2,1244460,
District 1,Ho Chi Minh City,1100,#VALUE!,7.1,2348153,
District 4,Ho Chi Minh City,800,55,,1125000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Parking-on-site"
District 1,Ho Chi Minh City,1700,50,,2350000,"Entire-apartment,Size,Kitchen,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning,Sauna"
District 2,Ho Chi Minh City,5600,50,7.3,1071000,"Apartments,Kitchen,City-view,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Terrace,Balcony"
District 7,Ho Chi Minh City,7800,65,7.8,900000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,BBQ-facilities,Washing-machine,Balcony,Air-conditioning,Sauna"
Binh Thanh,Ho Chi Minh City,3500,#VALUE!,,1360000,"Entire-apartment,Kitchen,View,Washing-machine,Air-conditioning"
Binh Thanh,Ho Chi Minh City,3500,50,7.9,1330000,"Kitchen,City-view,Garden,Pet-friendly,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Terrace,Balcony"
District 1,Ho Chi Minh City,1800,#VALUE!,9.2,1697264,"Kitchen,Free-WiFi,Free-parking,Air-conditioning,Private-Bathroom,24-hour-front-desk,Key-card-access,Daily-housekeeping,Safe,Baggage-storage"
District 4,Ho Chi Minh City,1000,65,5.7,1300000,"Entire-apartment,Size,Kitchen,City-view,Swimming-pool,Washing-machine,Air-conditioning,Private-Bathroom,Baggage-storage"
District 4,Ho Chi Minh City,1100,#VALUE!,8.3,632730,
District 3,Ho Chi Minh City,1400,25,8.9,1293760,"Apartments,Kitchen,City-view,Garden,Swimming-pool,Free-WiFi,Free-parking,Bathtub,Air-conditioning,24-hour-front-desk"
District 1,Ho Chi Minh City,1100,20,8,480000,"Entire-apartment,Size,View,Washing-machine,Free-parking,Air-conditioning,Private-Bathroom,24-hour-front-desk,Daily-housekeeping,Elevator"
District 1,Ho Chi Minh City,600,#VALUE!,6.1,583500,
District 2,Ho Chi Minh City,5600,50,8.4,1008000,"Kitchen,City-view,Garden,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Bathtub,Air-conditioning"
District 7,Ho Chi Minh City,5000,77,8,1450393,"Kitchen,City-view,Garden,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Free-parking,Air-conditioning"
District 2,Ho Chi Minh City,5600,#VALUE!,7.4,450000,"Houses,Garden,Pet-friendly,Swimming-pool,BBQ-facilities,Free-parking,Private-Bathroom,Parking-on-site"
Binh Thanh,Ho Chi Minh City,3500,55,8.6,2275000,"Kitchen,City-view,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Balcony,Air-conditioning,Private-Bathroom,24-hour-front-desk"
District 7,Ho Chi Minh City,4400,35,8.9,900000,"Apartments,Kitchen,City-view,Garden,Pet-friendly,Free-WiFi,Terrace,Balcony,Free-parking,Air-conditioning"
District 2,Ho Chi Minh City,5600,#VALUE!,1,1400000,"Entire-apartment,Kitchen,View,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning,Private-Bathroom"
District 2,Ho Chi Minh City,5800,75,8.4,912600,
Binh Thanh,Ho Chi Minh City,3700,#VALUE!,,1080000,"Apartments,Kitchen,View,Garden,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Private-Bathroom"
,Ho Chi Minh City,3200,70,,1450000,"Entire-apartment,Size,Kitchen,View,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning"
District 2,Ho Chi Minh City,5600,68,10,1390000,"Entire-apartment,Size,Kitchen,View,Pet-friendly,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Free-parking"
Binh Thanh,Ho Chi Minh City,3500,60,2.7,1500000,"Apartments,Kitchen,View,Garden,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning"
Binh Thanh,Ho Chi Minh City,3600,#VALUE!,,1200000,"Entire-apartment,Kitchen,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Parking-on-site"
District 4,Ho Chi Minh City,1000,30,8,1080000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Free-WiFi,Air-conditioning,Parking-on-site"
Binh Thanh,Ho Chi Minh City,3500,56,8,1305000,"Kitchen,City-view,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Private-Bathroom"
District 3,Ho Chi Minh City,2400,25,8.5,715774,
Binh Thanh,Ho Chi Minh City,3500,88,,1600000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning"
District 3,Ho Chi Minh City,1500,30,8.5,800000,"Entire-apartment,Size,Kitchen,View,Balcony,Air-conditioning"
District 7,Ho Chi Minh City,3200,80,,1240000,"Entire-apartment,Size,Kitchen,City-view,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Private-Bathroom"
District 4,Ho Chi Minh City,1000,30,,990000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Private-Bathroom"
Binh Thanh,Ho Chi Minh City,3500,52,1,1120000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Private-Bathroom"
District 1,Ho Chi Minh City,1100,25,,947700,"Apartments,Kitchen,Garden,Swimming-pool,Free-WiFi,Terrace,Air-conditioning,Private-Bathroom,24-hour-front-desk,Safe"
District 2,Ho Chi Minh City,5900,72,7,1489000,"Kitchen,View,Garden,Pet-friendly,Swimming-pool,Washing-machine,Balcony,Free-parking,Air-conditioning,Private-Bathroom"
,Ho Chi Minh City,3500,60,,1400000,"Apartments,Kitchen,City-view,Garden,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Bathtub,Air-conditioning"
Binh Thanh,Ho Chi Minh City,3700,61,,1377000,"Entire-apartment,Size,Kitchen,City-view,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Terrace"
Binh Thanh,Ho Chi Minh City,3500,56,7.9,1521000,"Kitchen,City-view,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Sauna"
,Ho Chi Minh City,1000,22,,720000,"Entire-apartment,Size,Kitchen,View,Free-WiFi,Balcony,Air-conditioning,Parking-on-site"
,Ho Chi Minh City,1000,22,,720000,"Entire-apartment,Size,Kitchen,View,Free-WiFi,Balcony,Air-conditioning,Parking-on-site"
Binh Thanh,Ho Chi Minh City,3500,51,9,1090000,"Apartments,Kitchen,View,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Private-Bathroom,Daily-housekeeping"
District 2,Ho Chi Minh City,5700,70,7,999000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Washing-machine,Balcony,Air-conditioning,Parking-on-site"
Binh Thanh,Ho Chi Minh City,3400,120,9,2600000,"Apartments,Kitchen,City-view,Garden,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning,Private-Bathroom"
District 2,Ho Chi Minh City,5100,74,7.5,899000,"Entire-apartment,Size,Kitchen,View,Pet-friendly,Swimming-pool,Washing-machine,Balcony,Free-parking,Air-conditioning"
Phu Nhuan,Ho Chi Minh City,5100,38,,950000,"Entire-apartment,Size,Kitchen,View,Pet-friendly,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Air-conditioning"
Phu Nhuan,Ho Chi Minh City,5100,38,,950000,"Entire-apartment,Size,Kitchen,View,Pet-friendly,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Air-conditioning"
Binh Thanh,Ho Chi Minh City,3700,70,,2560000,"Entire-apartment,Size,Kitchen,View,Garden,Pet-friendly,Swimming-pool,Washing-machine,Free-WiFi,Terrace"
,Ho Chi Minh City,1000,50,,1296000,"Entire-apartment,Size,View,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Private-Bathroom,Parking-on-site"
District 2,Ho Chi Minh City,6000,75,,1190000,"Size,Kitchen,City-view,Garden,Pet-friendly,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Air-conditioning"
District 2,Ho Chi Minh City,5900,60,8,738720,"Apartments,Kitchen,View,Swimming-pool,Washing-machine,Free-WiFi,Air-conditioning,Private-Bathroom,24-hour-front-desk,Daily-housekeeping"
District 7,Ho Chi Minh City,4600,26,8.6,816000,
District 4,Ho Chi Minh City,1800,70,,800000,"Entire-apartment,Size,Washing-machine,Balcony"
Binh Thanh,Ho Chi Minh City,3500,81,,1794000,"Entire-apartment,Size,Kitchen,View,Garden,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony"
District 7,Ho Chi Minh City,4900,80,8.8,1400000,"Entire-apartment,Size,Kitchen,View,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Balcony"
District 4,Ho Chi Minh City,800,88,9.6,2000000,"Apartments,Kitchen,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Balcony,Air-conditioning,Private-Bathroom,Key-card-access"
District 1,Ho Chi Minh City,1400,28,8.7,830000,"Size,View,Washing-machine,Free-WiFi,Terrace,Bathtub,Air-conditioning,Sauna,Daily-housekeeping"
District 4,Ho Chi Minh City,800,80,,1900000,"Kitchen,View,Garden,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning,Private-Bathroom"
District 4,Ho Chi Minh City,800,38,5,900000,"Apartments,Garden,Swimming-pool,BBQ-facilities,Free-WiFi,24-hour-front-desk,Daily-housekeeping,Non-smoking-rooms,Elevator,Parking-on-site"
District 4,Ho Chi Minh City,1000,27,7,1100000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Washing-machine,Free-WiFi,Air-conditioning,Elevator,Parking-on-site"
District 5,Ho Chi Minh City,4400,25,7.4,518000,"Kitchen,City-view,Garden,Free-WiFi,Air-conditioning,Private-Bathroom,Non-smoking-rooms,Baggage-storage,Grocery-deliveries"
District 2,Ho Chi Minh City,5600,50,8.1,1515120,"Apartments,Kitchen,City-view,Swimming-pool,Free-WiFi,Balcony,Free-parking,Air-conditioning,Private-Bathroom,Elevator"
Binh Thanh,Ho Chi Minh City,3500,50,,960000,"Apartments,Kitchen,View,Garden,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Private-Bathroom"
District 7,Ho Chi Minh City,2900,42,9.7,1080000,"Entire-apartment,Size,Kitchen,City-view,Garden,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Air-conditioning"
,Ho Chi Minh City,1000,65,,1368000,"Apartments,Kitchen,View,Pet-friendly,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning,Private-Bathroom"
District 4,Ho Chi Minh City,800,75,9.1,2300000,"Apartments,Kitchen,City-view,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Terrace,Balcony"
Binh Thanh,Ho Chi Minh City,4200,30,,675000,"Entire-apartment,Size,Kitchen,View,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning,Private-Bathroom"
District 4,Ho Chi Minh City,900,80,,2000000,"Apartments,Kitchen,City-view,Garden,Pet-friendly,Swimming-pool,BBQ-facilities,Washing-machine,Terrace,Balcony"
District 7,Ho Chi Minh City,3200,56,7.2,1000000,"Kitchen,City-view,Swimming-pool,Washing-machine,Free-WiFi,Air-conditioning,Private-Bathroom,Parking-on-site"
District 7,Ho Chi Minh City,3300,#VALUE!,,1300000,"Garden,Swimming-pool,BBQ-facilities,Free-WiFi,Private-Bathroom,Key-card-access,Non-smoking-rooms,Elevator,Parking-on-site"
Tan Phu District,Ho Chi Minh City,10100,#VALUE!,,4000000,"Entire-apartment,Kitchen,View,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Free-parking,Air-conditioning"
Tan Phu District,Ho Chi Minh City,10100,#VALUE!,,4000000,"Entire-apartment,Kitchen,View,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Free-parking,Air-conditioning"
Phu Nhuan,Ho Chi Minh City,3400,22,8.4,904500,
District 2,Ho Chi Minh City,5800,74,,999000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning"
,Ho Chi Minh City,800,88,,1710000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning"
Tan Binh,Ho Chi Minh City,5900,30,7.4,405000,"Apartments,Free-WiFi,Balcony,Free-parking,Air-conditioning,Private-Bathroom,Key-card-access,Non-smoking-rooms,Parking-on-site"
District 1,Ho Chi Minh City,2100,79,10,2992500,"Size,Kitchen,View,Garden,Pet-friendly,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony"
Tan Binh,Ho Chi Minh City,5200,40,5.5,742500,"Entire-apartment,Size,Kitchen,View,Pet-friendly,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Air-conditioning"
District 2,Ho Chi Minh City,6200,600,,12000000,"Entire-home,Size,Kitchen,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Free-parking,Air-conditioning,Parking-on-site"
District 3,Ho Chi Minh City,1200,120,7.2,3800000,"Apartments,Kitchen,City-view,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Bathtub,Air-conditioning,24-hour-front-desk"
,Ho Chi Minh City,5700,50,,972000,"Apartments,Kitchen,City-view,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Terrace,Balcony"
Phu Nhuan,Ho Chi Minh City,4100,25,8.7,1210000,"Apartments,Kitchen,City-view,Swimming-pool,Free-WiFi,Terrace,Balcony,Air-conditioning,Sauna,Private-Bathroom"
District 4,Ho Chi Minh City,800,110,6.3,2200000,"Entire-apartment,Size,Kitchen,View,Garden,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Air-conditioning"
District 1,Ho Chi Minh City,300,50,8.5,1012500,"Entire-apartment,Size,Kitchen,City-view,Pet-friendly,Washing-machine,Free-WiFi,Terrace,Balcony,Free-parking"
,Ho Chi Minh City,3700,53,,1680000,"Kitchen,City-view,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Private-Bathroom"
District 1,Ho Chi Minh City,1000,60,9.7,1895250,"Size,Kitchen,City-view,Garden,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning,Private-Bathroom"
Tan Binh,Ho Chi Minh City,9600,100,9.6,1056000,"Kitchen,City-view,Garden,Pet-friendly,BBQ-facilities,Washing-machine,Free-WiFi,Terrace,Balcony,Free-parking"
District 1,Ho Chi Minh City,2100,50,,623200,"Entire-apartment,Size,Kitchen,Pet-friendly,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Private-Bathroom,Baggage-storage"
Binh Thanh,Ho Chi Minh City,3600,79,,2200000,"Size,Kitchen,City-view,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Daily-housekeeping"
Binh Tan District,Ho Chi Minh City,10000,#VALUE!,7.9,384167,
District 7,Ho Chi Minh City,5600,71,8.2,1755000,"Apartments,Kitchen,View,Garden,Pet-friendly,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Air-conditioning"
District 4,Ho Chi Minh City,1000,31,8.6,1000000,"Apartments,Garden,Pet-friendly,Swimming-pool,BBQ-facilities,Private-Bathroom,24-hour-front-desk,Key-card-access,Daily-housekeeping,Non-smoking-rooms"
District 1,Ho Chi Minh City,1000,48,8,2574000,"Entire-apartment,Size,Kitchen,View,Garden,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi,Terrace"
,Ho Chi Minh City,2300,85,,1140000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Parking-on-site"
District 1,Ho Chi Minh City,1100,38,6.4,1385000,
,Ho Chi Minh City,1000,55,,1152000,"Entire-apartment,Size,Kitchen,View,Free-WiFi,Terrace,Balcony,Air-conditioning,Parking-on-site"
Phu Nhuan,Ho Chi Minh City,4100,25,8.7,1210000,"Apartments,Kitchen,City-view,Swimming-pool,Free-WiFi,Terrace,Balcony,Air-conditioning,Sauna,Private-Bathroom"
District 2,Ho Chi Minh City,5800,74,6.9,1250000,"Entire-apartment,Size,Kitchen,City-view,Pet-friendly,Swimming-pool,Washing-machine,Balcony,Bathtub,Air-conditioning"
Phu Nhuan,Ho Chi Minh City,4000,#VALUE!,7.6,750000,
Binh Thanh,Ho Chi Minh City,3600,50,,1288888,"Size,Kitchen,City-view,Garden,Washing-machine,Free-WiFi,Terrace,Balcony,Bathtub,Air-conditioning"
District 3,Ho Chi Minh City,2200,25,9.1,500000,"Apartments,Kitchen,City-view,Garden,Washing-machine,Free-WiFi,Terrace,Free-parking,Air-conditioning,Private-Bathroom"
Binh Tan District,Ho Chi Minh City,8900,80,3,576000,"Size,Kitchen,City-view,Garden,Pet-friendly,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony"
District 2,Ho Chi Minh City,5600,70,,1500000,"Apartments,Kitchen,City-view,Garden,Pet-friendly,Swimming-pool,Washing-machine,Balcony,Air-conditioning,Private-Bathroom"
District 1,Ho Chi Minh City,1000,55,,1800000,"Entire-apartment,Size,Kitchen,View,Garden,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning"
Tan Phu District,Ho Chi Minh City,10100,45,9,924375,"Kitchen,City-view,Garden,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning,Private-Bathroom"
Tan Binh,Ho Chi Minh City,5800,50,7.2,2940000,"Kitchen,City-view,Garden,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning,Private-Bathroom"
District 2,Ho Chi Minh City,5000,20,8.4,819000,"Apartments,Kitchen,City-view,Free-WiFi,Free-parking,Air-conditioning,Private-Bathroom,24-hour-front-desk,Key-card-access,Daily-housekeeping"
,Ho Chi Minh City,5600,80,,1550000,"Size,Kitchen,City-view,Garden,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Bathtub"
,Ho Chi Minh City,2400,60,,1200000,"Entire-apartment,Size,Kitchen,Garden,Pet-friendly,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony"
Binh Thanh,Ho Chi Minh City,3600,109,10,2925000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Washing-machine,Balcony,Air-conditioning,Private-Bathroom,Parking-on-site"
,Ho Chi Minh City,6400,#VALUE!,,960000,"Entire-apartment,Kitchen,View,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Parking-on-site"
,Ho Chi Minh City,3500,54,,936000,"Entire-apartment,Size,Kitchen,City-view,Pet-friendly,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Bathtub"
District 4,Ho Chi Minh City,1000,#VALUE!,,907200,"Apartments,Kitchen,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Free-parking,Air-conditioning,Private-Bathroom,Parking-on-site"
Binh Thanh,Ho Chi Minh City,3700,55,,1440000,"Apartments,Kitchen,View,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Free-parking,Air-conditioning"
District 4,Ho Chi Minh City,1800,92,,1600000,"Entire-apartment,Size,Kitchen,City-view,Garden,Pet-friendly,Swimming-pool,Washing-machine,Free-WiFi,Balcony"
District 1,Ho Chi Minh City,2500,35,2,675000,"Size,Kitchen,View,Washing-machine,Balcony,Free-parking,Private-Bathroom,24-hour-front-desk,Key-card-access,Daily-housekeeping"
Binh Thanh,Ho Chi Minh City,3800,82,4.5,1710000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Private-Bathroom"
District 2,Ho Chi Minh City,5100,68,7.3,749000,"Entire-apartment,Size,Kitchen,City-view,Pet-friendly,Swimming-pool,Washing-machine,Balcony,Free-parking,Bathtub"
District 2,Ho Chi Minh City,5900,68,9,1270000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Washing-machine,Balcony,Air-conditioning,Parking-on-site"
,Ho Chi Minh City,6400,#VALUE!,,960000,"Entire-apartment,Kitchen,View,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Parking-on-site"
,Ho Chi Minh City,5100,74,,1140000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Private-Bathroom"
District 2,Ho Chi Minh City,5000,20,8.4,819000,"Apartments,Kitchen,City-view,Free-WiFi,Free-parking,Air-conditioning,Private-Bathroom,24-hour-front-desk,Key-card-access,Daily-housekeeping"
District 4,Ho Chi Minh City,900,#VALUE!,,855000,"Entire-apartment,Kitchen,View,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning,Parking-on-site"
,Ho Chi Minh City,7800,68,,720000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning"
District 1,Ho Chi Minh City,700,30,1,756000,"Pet-friendly,Washing-machine,Free-WiFi,Air-conditioning,Private-Bathroom"
Binh Thanh,Ho Chi Minh City,2300,32,8.6,750000,"Apartments,Kitchen,City-view,Garden,Free-WiFi,Bathtub,Air-conditioning,Key-card-access,Daily-housekeeping,Elevator"
Phu Nhuan,Ho Chi Minh City,3600,20,7.3,927704,"View,Washing-machine,Air-conditioning,Private-Bathroom,Key-card-access"
District 4,Ho Chi Minh City,900,65,,1662500,"Entire-apartment,Size,Kitchen,City-view,Garden,Pet-friendly,Swimming-pool,Washing-machine,Free-WiFi,Balcony"
District 1,Ho Chi Minh City,300,25,9,643500,"Apartments,View,Pet-friendly,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning,Private-Bathroom,Daily-housekeeping"
District 7,Ho Chi Minh City,4600,#VALUE!,8.8,1372765,
District 2,Ho Chi Minh City,5600,60,,1500000,"Entire-apartment,Size,Kitchen,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Air-conditioning"
Tan Binh,Ho Chi Minh City,5200,40,8.5,750000,"Apartments,Kitchen,View,Garden,Swimming-pool,Free-WiFi,Balcony,Air-conditioning,Private-Bathroom,24-hour-front-desk"
,Ho Chi Minh City,9900,71,,1300000,"Size,Kitchen,View,Garden,Swimming-pool,Washing-machine,Terrace,Air-conditioning,Private-Bathroom,Non-smoking-rooms"
,Ho Chi Minh City,5700,75,,1330000,"Apartments,Kitchen,View,Garden,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Private-Bathroom"
,Ho Chi Minh City,900,75,,840000,"Entire-apartment,Size,Kitchen,View,Pet-friendly,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Air-conditioning"
District 2,Ho Chi Minh City,6500,80,8.7,1370000,"Apartments,Kitchen,City-view,Garden,Swimming-pool,Washing-machine,Free-WiFi,Terrace,Balcony,Air-conditioning"
Binh Thanh,Ho Chi Minh City,3500,54,9.2,1620000,"Kitchen,City-view,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Private-Bathroom,24-hour-front-desk,Daily-housekeeping,Non-smoking-rooms"
,Ho Chi Minh City,3700,54,,1040000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Parking-on-site"
,Ho Chi Minh City,3700,54,,1040000,"Entire-apartment,Size,Kitchen,View,Swimming-pool,Washing-machine,Free-WiFi,Balcony,Air-conditioning,Parking-on-site"
District 2,Ho Chi Minh City,6300,103,7.7,1515562,"Entire-apartment,Size,Kitchen,View,Garden,Pet-friendly,Swimming-pool,BBQ-facilities,Washing-machine,Free-WiFi"
